id,legislator_id,address,suite,city,state,zip,latitude,longitude,phone,fax,building,hours
G000551-somerton,G000551,146 N. State Ave.,,Somerton,AZ,85350,32.5960917,-114.7109846,928-343-7933,928-343-7949,,
G000551-tucson,G000551,101 W. Irvington Road,Buildings 4 and 5,Tucson,AZ,85714,32.163554,-110.969568,520-622-6788,520-622-0198,El Pueblo Community Center,
G000552-longview,G000552,101 E. Methvin,Suite 302,Longview,TX,75601,32.4970151,-94.73894650000001,903-236-8597,903-561-7110,,
G000552-lufkin,G000552,300 E. Shepherd,Suite 210,Lufkin,TX,75901,31.3368848,-94.7268845,936-632-3180,903-561-7110,,
G000552-marshall,G000552,102 W. Houston St.,,Marshall,TX,75670,32.5447093,-94.36734899999999,903-938-8386,903-561-7110,,
G000552-nacogdoches,G000552,101 W. Main,Suite 160,Nacogdoches,TX,75961,31.6036806,-94.6565524,936-715-9514,903-561-7110,,
G000552-tyler,G000552,1121 ESE Loop 323,Suite 206,Tyler,TX,75701,32.3031236,-95.28684349999999,903-561-6349,903-561-7110,,
G000553-houston,G000553,3003 South Loop West,Suite 460,Houston,TX,77054,29.6765115,-95.4252617,713-383-9234,713-383-9202,,M-F 9AM-5PM CST
G000555-albany,G000555,11A Clinton Avenue,Room 821,Albany,NY,12207,42.655222,-73.7492819,518-431-0120,518-431-0128,Leo W. O’Brien Federal Office Building,
G000555-buffalo,G000555,726 Exchange St.,Suite 511,Buffalo,NY,14210,42.8747911,-78.851165,716-854-9725,716-854-9731,Larkin At Exchange,
G000555-lowville,G000555,PO Box 273,,Lowville,NY,13367,43.7880969,-75.4938177,315-376-6118,315-376-6118,,
G000555-melville,G000555,155 Pinelawn Rd.,Suite 250 North,Melville,NY,11747,40.7707877,-73.41024759999999,631-249-2825,631-249-2847,,
G000555-new_york,G000555,780 Third Ave.,Suite 2601,New York,NY,10017,40.7550353,-73.97185879999999,212-688-6262,866-824-6340,,
G000555-rochester,G000555,100 State St.,Room 4195,Rochester,NY,14614,43.1576631,-77.613515,585-263-6250,585-263-6247,Kenneth B. Keating Federal Office Building,
G000555-syracuse,G000555,100 S. Clinton St.,Room 1470,Syracuse,NY,13261,43.0501042,-76.1543204,315-448-0470,315-448-0476,James M. Hanley Federal Building,
G000555-yonkers,G000555,PO Box 749,,Yonkers,NY,10710-0749,40.9188505,-73.8596689,845-875-4585,845-875-9099,,
G000558-bowling_green,G000558,996 Wilkinson Trce.,Suite B2,Bowling Green,KY,42103,36.9671412,-86.4282633,270-842-9896,270-842-9081,,
G000558-owensboro,G000558,2200 Airport Rd.,,Owensboro,KY,42301,37.7493662,-87.1617598,,,,
G000558-radcliff,G000558,411 W. Lincoln Trail Blvd.,,Radcliff,KY,40160,37.8379989,-85.9440374,,,,
G000559-davis,G000559,412 G St.,,Davis,CA,95616,38.5466673,-121.7395708,530-753-5301,530-753-5614,,Mon-Fri 9AM-5PM
G000559-fairfield,G000559,1261 Travis Blvd.,Suite 130,Fairfield,CA,94533,38.2576953,-122.0494716,707-438-1822,707-438-0523,,M-F 9AM-5PM PT
G000563-ashland,G000563,110 Cottage St.,,Ashland,OH,44805,40.86905120000001,-82.31826099999999,419-207-0650,419-207-0655,,Monday to Friday  9AM to 5PM
G000563-canton,G000563,110 Central Plaza South,,Canton,OH,44702,40.797956,-81.37428899999999,330-737-1631,,,Monday to Friday  By Appointment Only
G000565-gold_canyon,G000565,6499 S. Kings Ranch Rd.,#4,Gold Canyon,AZ,85118,33.3557193,-111.4526421,480-882-2697,,,
G000565-kingman,G000565,220 N. 4th St.,,Kingman,AZ,86401,35.1904088,-114.0525545,,,,
G000565-prescott,G000565,122 N. Cortez St.,Suite 104,Prescott,AZ,86301,34.5427185,-112.4690897,928-445-1683,,,
G000568-abingdon,G000568,323 W. Main St.,,Abingdon,VA,24210,36.7086253,-81.98113049999999,276-525-1405,276-525-1444,,
G000568-big_stone_gap,G000568,322 E. Wood Ave,,Big Stone Gap,VA,24219,36.8667619,-82.77537319999999,276-525-1405,,Federal Courthouse,By Appointment Only
G000568-christiansburg,G000568,17 W. Main St.,,Christiansburg,VA,24073,37.1296267,-80.4095978,540-381-5671,540-381-5675,,
G000574-phoenix,G000574,411 N. Central Ave.,Suite 150,Phoenix,AZ,85004,33.452957,-112.0734511,602-256-0551,602-257-9103,,
G000576-fond_du_lac,G000576,24 W. Pioneer Rd.,,Fond du Lac,WI,54935,43.7522376,-88.4509945,920-907-0624,,,
G000577-baton_rouge,G000577,2351 Energy Dr.,Suite 1200,Baton Rouge,LA,70808,30.4265187,-91.1316524,225-442-1731,225-442-1736,,
G000577-livingston,G000577,29261 Frost Rd.,2nd Floor,Livingston,LA,70754,30.48302409999999,-90.7486419,225-686-4413,225-442-1736,Livingston Parish Government Building,
G000577-thibodaux,G000577,908 E. 1st St.,Suite 405,Thibodaux,LA,70301,29.795623,-90.8011997,985-448-4103,225-442-1736,"NSU Campus, Candies Hall",
G000578-fort_walton_beach,G000578,"1170 Martin Luther King, Jr. Blvd.",Room 454,Fort Walton Beach,FL,32547,30.4533965,-86.6552739,850-479-1183,,Building 4,Call for an appointment
G000578-pensacola,G000578,226 S Palafox Place,6th Floor,Pensacola,FL,32502,30.4670273,-87.2032093,850-479-1183,,,9am-4pm
G000579-de_pere,G000579,1702 Scheuring Rd,B,De Pere,WI,54115-9567,44.43087,-88.1046,920-301-4500,,,
G000581-benavides,G000581,131 W. Main St.,,Benavides,TX,78341,27.5968913,-98.4176561,888-217-0261,,,Wednesday 9-12 and 1-5 CT
G000581-falfurrias,G000581,217 E. Miller St.,Suite 200,Falfurrias,TX,78355,27.2260914,-98.1424972,361-209-3027,,,Tuesday 9 a.m.- 12 p.m. & 1 p.m.-5 p.m. CT
G000581-mcallen,G000581,1305 W Hackberry Ave,,McAllen,TX,78501-4306,26.21101,-98.23214,956-682-5545,,,9 a.m.-6 p.m. CT
G000581-san_diego,G000581,404 S. Mier St.,,San Diego,TX,78384,27.7605991,-98.2413715,888-217-0261,,,Monday 9-12 & 1-5 CT
G000581-seguin,G000581,1243 Cardinal Ln,,Seguin,TX,78155-3915,29.57597,-97.94818,830-358-0497,,,8 a.m. - 12 p.m. CT
G000582-san_juan,G000582,P.O. Box 9023958,,San Juan,PR,00902-3958,,,787-723-6333,787-729-7738,,
G000583-glen_rock,G000583,65 Harristown Rd.,Suite 104,Glen Rock,NJ,07452,40.9506625,-74.143801,201-389-1100,,,9AM-5PM
G000583-hackensack,G000583,65 Central Ave,,Hackensack,NJ,07601,40.8857964,-74.046227,973-814-4076,,,W 12-4PM
G000583-newton,G000583,93 Spring St.,Suite 408,Newton,NJ,07860,41.0581593,-74.7544134,973-940-1117,,,"M,W,F 9AM-5PM"
G000583-ringwood,G000583,60 Margaret King Ave.,,Ringwood,NJ,07456,41.129452,-74.2672991,973-814-4076,,,TH 1PM-4:30PM
G000583-vernon_township,G000583,21 Church St.,,Vernon Township,NJ,07462,41.2025042,-74.4855857,973-814-4076,,,T 9AM-1PM
G000583-washington,G000583,100 Belvidere Ave,,Washington,NJ,07882,40.7599515,-74.9823375,973-814-4076,,,TH 9AM-1PM
G000585-los_angeles,G000585,350 S. Bixel St.,#120,Los Angeles,CA,90017,34.0569399,-118.2618953,213-481-1427,213-481-1425,,
G000586-chicago,G000586,3240 W Fullerton Ave,,Chicago,IL,60647-2512,41.92478,-87.70907,773-342-0774,,,
G000587-houston,G000587,11811 East Fwy,Suite 430,Houston,TX,77029-1974,29.77243,-95.22857,832-325-3150,,,
G000588-canton,G000588,4150 Belden Village St NW,Suite 607,Canton,OH,44718-2595,40.85516,-81.42644,330-599-7037,,,
G000588-strongsville,G000588,13477 Prospect Rd,Suite 212,Strongsville,OH,44149-3867,41.31615,-81.85719,440-783-3696,,,
G000589-mesquite,G000589,18601 Lyndon B Johnson Fwy,Suite 725,Mesquite,TX,75150-5600,32.80522,-96.62753,214-765-6789,,,
G000590-clarksville,G000590,128 N 2nd St,Suite 104,Clarksville,TN,37040-6458,36.52823,-87.35903,202-225-2811,,House Office,
G000590-franklin,G000590,305 Public Sq,Suite 212,Franklin,TN,37064-2580,35.92501,-86.86902,,,,
G000591-brandon,G000591,308B E Government St,,Brandon,MS,39042-3262,32.27296,-89.98226,769-241-6120,,,
G000591-meridian,G000591,2214 5th St,Suite 2170,Meridian,MS,39301-5809,32.36409,-88.70031,601-693-6681,,,
G000591-starkville,G000591,600 Russell St,Suite 160,Starkville,MS,39759-8505,33.45683,-88.68608,662-324-0007,,,
G000592-bangor,G000592,6 State St,Suite 101,Bangor,ME,04401-5112,44.8023,-68.77015,207-249-7400,,,
G000592-caribou,G000592,7 Hatch Dr,Suite 230,Caribou,ME,04736-2159,46.85918,-68.01637,207-492-6009,,,
G000592-lewiston,G000592,179 Lisbon St,,Lewiston,ME,04240-7248,44.09552,-70.21691,207-241-6767,,,
H000874-greenbelt,H000874,6500 Cherrywood Ln.,Suite 310,Greenbelt,MD,20770,39.0089504,-76.8952351,301-474-0119,301-474-4697,U.S. District Courthouse,Mon-Fri 9am-5pm
H000874-white_plains,H000874,4475 Regency Pl.,Suite 203,White Plains,MD,20695,38.5923982,-76.9415779,301-843-1577,301-843-1331,,Mon-Fri 9am-5pm
H001038-buffalo,H001038,726 Exchange St.,Suite 601,Buffalo,NY,14210,42.8747911,-78.851165,716-852-3501,716-852-3929,Larkin at Exchange,
H001038-niagara_falls,H001038,800 Main St.,Suite 3C,Niagara Falls,NY,14301,43.09677019999999,-79.0554227,716-282-1274,716-282-2479,,
H001042-honolulu,H001042,300 Ala Moana Blvd.,Rm. 3-106,Honolulu,HI,96850,21.3036893,-157.862353,808-522-8970,808-545-4683,Prince Kuhio Federal Building,
H001046-albuquerque,H001046,400 Gold Ave. SW,Suite 1080,Albuquerque,NM,87102,35.0833514,-106.6521937,505-346-6601,505-346-6780,,
H001046-farmington,H001046,7450 E. Main St.,Suite A,Farmington,NM,87402,36.7863602,-108.1112628,505-325-5030,505-325-6035,,
H001046-las_cruces,H001046,505 S. Main St.,Suite 148,Las Cruces,NM,88001,32.3041597,-106.7758242,575-523-6561,575-523-6584,Loretto Towne Center,
H001046-roswell,H001046,200 E. 4th St.,Suite 300,Roswell,NM,88201,33.39647,-104.521106,575-622-7113,575-622-3538,,
H001046-santa_fe,H001046,123 E. Marcy St.,Suite 103,Santa Fe,NM,87501,35.6889043,-105.9354058,505-988-6647,505-992-8435,,
H001047-bridgeport,H001047,211 State St.,2nd Floor,Bridgeport,CT,06604,41.1763593,-73.1898756,203-333-6600,203-333-6655,,M - F 9:00 am to 5:00 pm
H001047-stamford,H001047,888 Washington Blvd.,10th Floor,Stamford,CT,06901,41.0514745,-73.5428955,203-353-9400,203-323-1793,,Mon-Fri 9:00 am to 5:00 pm
H001052-bel_air,H001052,15 E. Churchville Rd.,Suite 102B,Bel Air,MD,21014,39.535151,-76.34646289999999,410-588-5670,410-588-5673,,By appointment only
H001052-chester,H001052,100 Olde Point Village,Suite 101,Chester,MD,21619,38.975324,-76.28993,410-643-5425,410-643-5429,KENT ISLAND OFFICE,By appointment only
H001052-salisbury,H001052,100 E. Main St.,Suite 702,Salisbury,MD,21801,38.3652997,-75.600858,443-944-8624,443-944-8625,,By appointment only
H001053-columbia,H001053,2415 Carter Ln.,Suite 4,Columbia,MO,65201,38.9230515,-92.3365352,573-442-9311,573-442-9309,,
H001053-harrisonville,H001053,1909 N. Commercial St.,,Harrisonville,MO,64701,38.6630256,-94.36446319999999,816-884-3411,816-884-3163,,
H001053-lebanon,H001053,219 N. Adams St.,,Lebanon,MO,65536,37.6821821,-92.6645922,417-532-5582,417-532-3886,,
H001056-chehalis,H001056,350 N. Market Blvd.,,Chehalis,WA,98532,46.6639928,-122.9672327,,,Chehalis City Hall Building,Tuesdays from 11:30am - 1:00pm
H001056-vancouver,H001056,750 Anderson St.,Suite B,Vancouver,WA,98661,45.6281298,-122.6643142,360-695-6292,360-695-6197,O.O. Howard House (Officers' Row),
H001058-grand_haven,H001058,1 S. Harbor Ave.,Suite 6B,Grand Haven,MI,49417,43.0647606,-86.23465929999999,616-414-5516,616-570-0934,,
H001058-grandville,H001058,4555 Wilson Ave. SW,Suite 3,Grandville,MI,49418,42.881882,-85.763622,616-570-0917,616-570-0934,,
H001061-bismarck,H001061,220 E. Rosser Ave.,Room 312,Bismarck,ND,58501,46.80901129999999,-100.7882597,701-250-4618,701-250-4484,U.S. Federal Building,
H001061-fargo,H001061,123 Broadway North,Suite 201,Fargo,ND,58102,46.8778235,-96.7894805,701-239-5389,202-228-5112,,
H001061-grand_forks,H001061,102 N. Fourth St.,Room 108,Grand Forks,ND,58203,47.9255358,-97.03273929999999,701-746-8972,,Federal Building,
H001061-minot,H001061,100 1st St. SW,Suite 107,Minot,ND,58701,48.2351551,-101.2950057,701-838-1361,701-838-1381,,
H001061-watford_city,H001061,,,Watford City,ND,,,,701-609-2727,,,
H001066-north_las_vegas,H001066,2250 Las Vegas Blvd N,Suite 500,North Las Vegas,NV,89030-5877,36.19944,-115.1215,702-963-9360,,,
H001067-concord,H001067,"325 Mcgill Ave, NW",Suite 500,Concord,NC,28027,35.4150032,-80.6027893,704-786-1612,704-782-1004,,M-F 8:30-5:30pm
H001067-fayetteville,H001067,225 Green Street,Suite 202,Fayetteville,NC,28301,35.054944,-78.877151,910-997-2070,910-817-7202,,Mon-Fri 8:30am-5:30pm
H001067-pinehurst,H001067,3395 Airport Rd,Suite 114,Pinehurst,NC,28374,35.219259,-79.405317,910-246-5374,,Sandhills Community College Van Dusen Building,Tues and Thurs 8:30am-5:30pm and by appointment
H001068-eureka,H001068,317 Third St.,Suite 1,Eureka,CA,95501,40.8035929,-124.1682054,707-407-3585,707-407-3559,,
H001068-fort_bragg,H001068,430 N. Franklin St.,P.O. Box 2208,Fort Bragg,CA,95437,39.44613289999999,-123.8042883,707-962-0933,707-962-0905,,
H001068-petaluma,H001068,206 G St.,Unit #3,Petaluma,CA,94952,38.2315024,-122.6330448,707-981-8967,,,
H001068-san_rafael,H001068,999 Fifth Ave.,Suite 290,San Rafael,CA,94901,37.9738069,-122.5267,415-258-9657,415-258-9913,,
H001068-ukiah,H001068,559 Low Gap Rd.,,Ukiah,CA,95482,39.1598605,-123.2154259,707-962-0905,707-671-7449,,
H001071-milledgeville,H001071,3015 Heritage Rd.,Suite 6,Milledgeville,GA,31061,33.1204264,-83.2592841,478-457-0007,478-451-2911,,
H001071-monroe,H001071,100 Court St.,,Monroe,GA,30655,33.7942004,-83.71309769999999,770-207-1776,770-266-6751,,
H001071-thomson,H001071,210 Railroad St.,Room 2401,Thomson,GA,30824,33.4671424,-82.4986906,770-207-1776,770-266-6751,City-County Administration,
H001072-conway,H001072,1105 Deer St.,Suite 12,Conway,AR,72032,35.0868894,-92.4381401,501-358-3481,501-358-3494,,
H001072-little_rock,H001072,1501 N. University Ave.,Suite 630,Little Rock,AR,72207,34.76512630000001,-92.3397715,501-324-5941,501-324-6029,,
H001074-franklin,H001074,100 E Jefferson St,,Franklin,IN,46131-2323,39.48083,-86.05373,317-851-8710,,,
H001074-jeffersonville,H001074,321 Quartermaster Ct.,,Jeffersonville,IN,47130,38.2842586,-85.7435028,812-288-3999,,,
H001076-berlin,H001076,168 Main Street,Lower Level,Berlin,NH,03570,44.469939,-71.1821158,603-752-6190,,Berlin City Hall,
H001076-concord,H001076,53 Pleasant Street,,Concord,NH,03301,43.2024699,-71.5416652,603-622-2204,,James C. Cleveland Federal Building,By appointment only
H001076-manchester,H001076,1589 Elm Street,Third Floor,Manchester,NH,03101,43.0009812,-71.4662599,603-622-2204,,,
H001076-nashua,H001076,142 Main Street,Suite 520,Nashua,NH,03060,42.7617932,-71.4674553,603-880-3314,,,
H001076-portsmouth,H001076,14 Manchester Square,Suite 140,Portsmouth,NH,03801,43.0856076,-70.8098029,603-433-4445,,,
H001077-lafayette,H001077,600 Jefferson Street,Suite 808,Lafayette,LA,70501,30.22335,-92.01907,337-703-6105,,Chase Building,
H001077-lake_charles,H001077,1 Lakeshore Drive,Suite 1670,Lake Charles,LA,70629,30.2305579,-93.2196295,337-656-2833,,Capital One Building,
H001079-gulfport,H001079,2012 15th Street,#451,Gulfport,MS,39501,30.3701149,-89.0870838,228-867-9710,228-867-9789,,
H001079-jackson,H001079,190 East Capitol St.,#550,Jackson,MS,39201,32.3004269,-90.1867448,601-965-4459,601-965-4919,,
H001079-oxford,H001079,911 Jackson Ave.,#249,Oxford,MS,38655,34.3672392,-89.5212463,662-236-1018,662-236-7618,,
H001081-waterbury,H001081,108 Bank St,2nd Floor,Waterbury,CT,06702-2233,41.55442,-73.04104,860-223-8412,,,
H001082-tulsa,H001082,2448 E. 81st St.,Suite 5150,Tulsa,OK,74137,36.0445807,-95.95355529999999,918-935-3222,,,
H001085-reading,H001085,815 Washington St,2-48,Reading,PA,19601-3615,40.33695,-75.92123,610-295-0815,,,
H001089-cape_girardeau,H001089,555 Independence Street,#1600,Cape Girardeau,MO,63703-6235,37.3039,-89.52491,573-334-5995,573-334-5947,,
H001089-columbia,H001089,1123 Wilkes Blvd,Suite 220,Columbia,MO,65201-4774,38.96012,-92.32279,202-860-5207,,,
H001089-kansas_city,H001089,4141 Pennsylvania Ave,Suite 101,Kansas City,MO,64111-3051,39.05193,-94.5903,816-960-4694,816-960-4815,,
H001089-springfield,H001089,324 Park Central West,Suite 101,Springfield,MO,65806-1245,37.2088,-93.29409,417-869-4433,417-869-4411,,
H001089-st__louis,H001089,111 South 10th Street,Suite 23.366,St. Louis,MO,63102-1125,38.62588,-90.196,314-354-7060,314-436-8534,,
H001090-modesto,H001090,4701 Sisk Rd,Suite 202,Modesto,CA,95356-9320,37.70589,-121.07707,209-579-5458,,,
I000024-enid,I000024,302 N. Independence,#104,Enid,OK,73701,36.3993287,-97.8803343,580-234-5105,580-234-5094,,
I000024-mcalester,I000024,215 E. Choctaw Ave.,#106,McAlester,OK,74501,34.931573,-95.7671124,918-426-0933,918-426-0935,,
I000024-oklahoma_city,I000024,3817 NW Expressway,#780,Oklahoma City,OK,73112,35.5361791,-97.5879455,405-604-0917,405-208-8841,,
I000024-tulsa,I000024,1924 S. Utica Ave.,#530,Tulsa,OK,74104-6511,36.13417190000001,-95.96760839999999,918-748-5111,918-748-5119,,
J000032-houston,J000032,4300 Lyons Ave.,,Houston,TX,77020,29.7758442,-95.3269342,713-227-7740,,,M-F 9-5:30pm
J000032-houston-1,J000032,1919 Smith St.,Suite 1180,Houston,TX,77002,29.7519042,-95.37360579999999,713-655-0050,713-655-1612,,M-F 9-5:30pm
J000032-houston-2,J000032,6719 W Montgomery Rd,Suite 204,Houston,TX,77091-3105,29.85686,-95.42124,713-691-4882,,,M-F 9-5:30pm
J000032-houston-3,J000032,420 W 19th St,,Houston,TX,77008-3914,29.8026,-95.4038,713-861-4070,,,M-F 9-5:30pm
J000126-dallas,J000126,1825 Market Center Blvd.,Suite 440,Dallas,TX,75207,32.7946832,-96.8263983,214-922-8885,214-922-7028,,M-F 9-6pm
J000288-decatur,J000288,5240 Snapfinger Park Dr.,Suite 130,Decatur,GA,30035,33.704214,-84.1763731,770-987-2291,770-987-8721,,
J000289-bucyrus,J000289,500 S. Sandusky Ave.,,Bucyrus,OH,44820,40.8042672,-82.9752194,419-663-1426,,,Tu/Th - 8am to 4:30pm
J000289-lima,J000289,3121 W. Elm Plz.,,Lima,OH,45805,40.7369756,-84.161425,419-999-6455,419-999-4238,,M-F 8:30AM-5PM
J000289-norwalk,J000289,13 B E. Main St.,,Norwalk,OH,44857,41.2425971,-82.6150462,419-663-1426,419-668-3015,,M-F 8:30AM-5PM
J000292-cambridge,J000292,116 Southgate Pkwy.,,Cambridge,OH,43725,40.0243891,-81.5899869,740-432-2366,740-432-2587,,
J000292-ironton,J000292,202 Park Ave.,Suite C,Ironton,OH,45638,38.5344281,-82.68547079999999,740-534-9431,740-534-9482,,
J000292-marietta,J000292,246 Front St.,,Marietta,OH,45750,39.413511,-81.45460899999999,740-376-0868,740-376-0886,,
J000292-salem,J000292,192 E. State St.,,Salem,OH,44460,40.9010799,-80.8561222,330-337-6951,330-337-7125,,
J000293-madison,J000293,5315 Wall St.,Suite 110,Madison,WI,53718,43.1317039,-89.289711,608-240-9629,608-240-9646,,
J000293-milwaukee,J000293,517 E. Wisconsin Ave.,Suite 408,Milwaukee,WI,53202,43.0382241,-87.90455999999999,414-276-7282,414-276-7284,,
J000293-oshkosh,J000293,219 Washington Ave.,Suite 100,Oshkosh,WI,54901,44.0174081,-88.5343632,920-230-7250,920-230-7262,,
J000294-brooklyn,J000294,445 Neptune Ave,"1st Floor, Community Room 2C",Brooklyn,NY,11224,40.5809199,-73.9696891,718-373-0033,,,Mon-Fri 9 am to 5pm
J000294-brooklyn-1,J000294,55 Hanson Pl.,Suite 603,Brooklyn,NY,11217,40.6856283,-73.97577559999999,718-237-2211,,,M-F 9 am - 5pm
J000295-mentor,J000295,8500 Station St,Suite 390,Mentor,OH,44060,41.679062,-81.335902,440-352-3939,440-266-9004,,
J000295-twinsburg,J000295,10075 Ravenna Road,,Twinsburg,OH,44087,41.3183054,-81.4478297,330-357-4139,330-425-7071,Twinsburg Gov. Center,
J000298-seattle,J000298,1904 3rd Ave.,Suite 510,Seattle,WA,98101,47.6119653,-122.3397313,206-674-0040,,,
J000299-bossier_city,J000299,2250 Hospital Dr.,Suite 248,Bossier City,LA,71111,32.5579513,-93.7228425,318-840-0309,,,
J000299-leesville,J000299,3329 University Parkway,Room 24,Leesville,LA,71446,31.0884912,-93.2312895,337-392-3146,,Building 552,
J000299-natchitoches,J000299,444 Caspari Dr.,Room 224,Natchitoches,LA,71497,31.7479383,-93.0970551,318-357-5731,,South Hall,By appointment
J000301-aberdeen,J000301,304 6th Ave SE,,Aberdeen,SD,57401-6102,45.45894,-98.48235,605-622-1060,605-262-0150,,
J000301-rapid_city,J000301,2525 W Main St,Suite 310,Rapid City,SD,57702-0901,44.08216,-103.26037,605-646-6454,,,
J000301-sioux_falls,J000301,300 N Dakota Ave,Suite 314,Sioux Falls,SD,57104-6037,43.55057,-96.72981,605-275-2868,,,
J000302-altoona,J000302,5414 6th Ave,,Altoona,PA,16602-1203,40.4756,-78.42257,814-656-6081,,,
J000302-chambersburg,J000302,100 Lincoln Way E,B,Chambersburg,PA,17201-2291,39.93775,-77.66387,717-753-6344,,,
J000302-somerset,J000302,451 Stoystown Rd,Suite 102,Somerset,PA,15501-6927,40.01453,-79.0702,,,,
K000009-cleveland,K000009,17021 Lorain,,Cleveland,OH,44111,41.4502564,-81.8160502,216-767-5933,419-255-9623,,
K000009-lorain,K000009,200 W. Erie,Room 310,Lorain,OH,44052,41.4685695,-82.1792684,440-288-1500,419-255-9623,,
K000009-toledo,K000009,One Maritime Plaza,Room 600,Toledo,OH,43604,41.6538759,-83.528238,419-259-7500,419-255-9623,,
K000188-eau_claire,K000188,131 S. Barstow St.,Suite 301,Eau Claire,WI,54701,44.8120136,-91.500022,715-831-9214,715-831-9272,,
K000188-la_crosse,K000188,205 Fifth Ave. S.,Suite 400,La Crosse,WI,54601,43.8109182,-91.24976400000001,608-782-2558,608-782-4588,,
K000367-minneapolis,K000367,1200 Washington Avenue South,Room 250,Minneapolis,MN,55415,44.9751443,-93.2505863,612-727-5220,612-727-5223,,
K000367-moorhead,K000367,121 4th Street South,,Moorhead,MN,56560,46.873119,-96.774188,218-287-2219,218-287-2930,,
K000367-rochester,K000367,1130 1/2 7th Street NW,Room 212,Rochester,MN,55901,44.0314822,-92.479679,507-288-5321,507-288-2922,,
K000367-virginia,K000367,820 9th Street North,Room 105,Virginia,MN,55792,47.5302888,-92.5465059,218-741-9690,218-741-3692,Olcott Plaza,
K000368-sierra_vista,K000368,77 Calle Portal,B160,Sierra Vista,AZ,85635-2967,31.55364,-110.26691,,,,
K000368-tucson,K000368,1636 N Swan Rd,Suite 200,Tucson,AZ,85712-4067,32.24289,-110.89202,,,,
K000375-hyannis,K000375,259 Stevens St.,Suite E,Hyannis,MA,02601,41.6511319,-70.2939487,508-771-6868,508-790-1959,,
K000375-new_bedford,K000375,128 Union Street,Suite 103,New Bedford,MA,02740,41.6339983,-70.9267013,508-999-6462,508-999-6468,,
K000375-plymouth,K000375,170 Court St.,,Plymouth,MA,02360,41.9636518,-70.6753841,508-746-9000,508-732-0072,,
K000376-butler,K000376,101 E. Diamond St.,Suite 218,Butler,PA,16001,40.8580044,-79.8948869,724-282-2557,724-282-3682,,Monday-Friday 9:00AM-5:00PM
K000376-erie,K000376,208 E. Bayfront Pkwy.,Suite 102,Erie,PA,16507,42.1373875,-80.0848493,814-454-8190,814-454-8197,,Monday-Friday 9:00AM-5:00PM
K000376-sharon,K000376,33 Chestnut Ave.,,Sharon,PA,16146,41.2315486,-80.5079773,724-342-7170,724-342-7242,,"Monday through Friday, 9 a.m. to 5 p.m."
K000378-ottawa,K000378,628 Columbus St.,Suite 507,Ottawa,IL,61350,41.346247,-88.841051,815-431-9271,815-431-9383,,8:30 AM - 5:00 PM
K000378-rockford,K000378,725 N. Lyford Rd.,Suite 3,Rockford,IL,61107,42.2743104,-88.96018389999999,815-708-8032,,,Meetings by appointment only.
K000378-watseka,K000378,342 W. Walnut,,Watseka,IL,60970,40.7762446,-87.7383019,815-432-0580,,,Meetings by appointment.
K000380-flint,K000380,601 S Saginaw St,Suite 403,Flint,MI,48502-1513,43.01504,-83.68977,810-238-8627,,,
K000381-bremerton,K000381,345 6th St.,Suite 500,Bremerton,WA,98337,47.5669568,-122.6258917,360-373-9725,,,M-F: 9:00am - 5:00pm (PST)
K000381-port_angeles,K000381,332 E. 5th St.,,Port Angeles,WA,98362,48.113181,-123.431753,360-797-3623,,,Tues: 9:00am-Noon (PST) Wed: 12:00pm-4:00pm (PST) Thurs: 9:00am-Noon (PST)
K000381-tacoma,K000381,950 Pacific Ave.,Suite 1230,Tacoma,WA,98402,47.2535757,-122.4390697,253-272-3515,,,M-F: 9:00am - 5:00pm (PST)
K000382-concord,K000382,18 N. Main St.,Fourth Floor,Concord,NH,03301,43.2048069,-71.5355091,603-226-1002,603-226-1010,,"8:30 AM - 5:00 PM, Monday - Friday"
K000382-littleton,K000382,33 Main St.,Suite 202,Littleton,NH,03561,44.3063587,-71.7713705,603-444-7700,,,
K000382-nashua,K000382,184 Main Street,Suite 222,Nashua,NH,03060,42.7606386,-71.4647244,603-595-2006,603-595-2016,,"8:30 AM - 5:00 PM, Monday - Friday"
K000383-augusta,K000383,4 Gabriel Dr.,Suite 3,Augusta,ME,04330,44.3676495,-69.7940768,207-622-8292,,,
K000383-bangor,K000383,202 Harlow St.,Suite 20350,Bangor,ME,04401,44.8046399,-68.7737891,207-945-8000,,,
K000383-biddeford,K000383,227 Main Street,,Biddeford,ME,04005,43.493662,-70.457006,207-352-5216,,,
K000383-presque_isle,K000383,169 Academy St.,Suite A,Presque Isle,ME,04769,46.6766073,-67.9956649,207-764-5124,,,
K000384-abingdon,K000384,121 Russell Rd.,Suite 2,Abingdon,VA,24210,36.709042,-81.981768,276-525-4790,276-525-4792,,
K000384-danville,K000384,308 Craghead Street,Suite 102A,Danville,VA,24541,36.5867166,-79.38939599999999,434-792-0976,434-792-0978,,
K000384-manassas,K000384,9408 Grant Avenue,Suite 202,Manassas,VA,20110,38.7515843,-77.4755912,703-361-3192,703-361-3198,,
K000384-richmond,K000384,919 E. Main St.,Suite 970,Richmond,VA,23219,37.5374358,-77.4362913,804-771-2221,804-771-8313,,
K000384-roanoke,K000384,611 S. Jefferson St.,Suite 5B,Roanoke,VA,24011,37.268654,-79.9408098,540-682-5693,540-682-5697,,
K000384-virginia_beach,K000384,222 Central Park Ave.,Suite 120,Virginia Beach,VA,23462,36.842768,-76.13327699999999,757-518-1674,757-518-1679,,
